0,-1670.9915227619242
1,-1644.398405936597
2,-1655.8041857634294
3,-1626.4809331425863
4,-1633.4203074486957
5,-1653.5636400525423
6,-1617.8929597709198
7,-1623.0678709330327
8,-1586.525461339005
9,-1595.4697951189758
10,-1585.2097498109183
11,-1551.419825470311
12,-1546.8820401707712
13,-1533.3101188585115
14,-1467.1049662912585
15,-1454.696220851214
16,-1432.5864553727843
17,-1427.1878055891289
18,-1438.3897835615153
19,-1420.8938877489386
20,-1420.8957276753965
21,-1459.2103481250815
22,-1486.4759157680962
23,-1498.6407729230048
24,-1470.0151632039135
25,-1498.8934050336882
26,-1514.7566994342121
27,-1481.6277181192438
28,-1437.4449816279314
29,-1470.2940972633749
30,-1458.7723329310763
31,-1468.017798621921
32,-1435.9103087375393
33,-1424.2556008553456
34,-1430.7193191483698
35,-1444.8535479945942
36,-1479.7627413209839
37,-1435.0703610110445
38,-1395.141226597923
39,-1374.0751509904476
40,-1417.3544822763447
41,-1448.450997117467
42,-1398.9601445093278
43,-1362.5554313725386
44,-1317.0859783700078
45,-1292.5001717948328
46,-1282.4480614887523
47,-1259.1711783295877
48,-1237.8992984489664
49,-1204.0628401456222
50,-1253.8916562200588
51,-1213.5583110989467
52,-1209.454559957114
53,-1195.7428689689928
54,-1184.102933973958
55,-1224.4342659055076
56,-1189.16442915375
57,-1185.8248818887234
58,-1181.0302638078713
59,-1170.1245123091524
60,-1172.4547398845043
61,-1163.1472809955274
62,-1160.7982055198165
63,-1152.0636508874193
64,-1138.166163126798
65,-1120.901406417384
66,-1112.5073194189242
67,-1148.5541763375652
68,-1185.6999710938514
69,-1173.1700616372063
70,-1152.0321253405561
71,-1125.0633289008033
72,-1177.701409071105
73,-1150.484438799745
74,-1142.4628045717243
75,-1119.1992286365803
76,-1127.2846170881296
77,-1113.0135711414327
78,-1118.4506242218665
79,-1113.5372255066527
80,-1140.1338475705581
81,-1142.4255704725285
82,-1191.8790137857877
83,-1190.6782797997898
84,-1173.961340334712
85,-1157.0916903943084
86,-1208.325701684752
87,-1184.2270400206514
88,-1184.2479327032431
89,-1168.0191855283497
90,-1139.9362780611464
91,-1125.925797309891
92,-1144.646334609467
93,-1107.9042151364818
94,-1094.0165213593987
95,-1135.1437132833075
96,-1109.0378090201975
97,-1126.5585977283527
98,-1102.2772013615522
99,-1157.9308101163017
100,-1144.505227297685
101,-1150.863262536125
102,-1183.5095114819737
103,-1204.602613441439
104,-1233.0021523457515
105,-1225.7597594766148
106,-1218.7329166933753
107,-1210.01710617537
108,-1203.262528348896
109,-1220.4458023692896
110,-1203.0016140749728
111,-1209.778796067646
112,-1201.9311318629914
113,-1177.3951156571454
114,-1148.3049039629816
115,-1185.938234343992
116,-1179.9006290928794
117,-1167.2878114675989
118,-1161.4641705515437
119,-1150.258403222882
120,-1144.812258222631
121,-1138.9279576285771
122,-1131.6078412760523
123,-1143.5386322426914
124,-1133.3747868239896
125,-1136.2303103552688
126,-1127.4838115266807
127,-1105.7194903670497
128,-1097.9962751666214
129,-1110.6373943881817
130,-1090.4221250202386
131,-1092.247531524715
132,-1073.9805524402402
133,-1081.4199776724713
134,-1110.2311322526057
135,-1161.2150550209299
136,-1148.7607804621268
137,-1157.9431778304272
138,-1138.6952669901805
139,-1142.9953028572218
140,-1137.2884517037774
141,-1145.3441029837638
142,-1172.2374298651332
143,-1170.744664592114
144,-1142.6790194717273
145,-1133.7466300373721
146,-1111.921972824085
147,-1111.5756568709617
148,-1093.435913064463
149,-1134.7922291555606
150,-1148.4885164481288
151,-1144.1609365350812
152,-1135.241546419396
153,-1128.2049525575103
154,-1132.5593722954648
155,-1132.4672868355256
156,-1124.1519909093613
157,-1119.559699322579
158,-1107.8223222659253
159,-1070.1593409356228
160,-1083.3766260661912
161,-1065.1027449526193
162,-1120.4256708136932
163,-1122.5579494992098
164,-1125.7580850711217
165,-1112.8658018364195
166,-1109.6035567493147
167,-1166.2835660077133
168,-1149.5412219965378
169,-1143.5335412875309
170,-1179.023522484142
171,-1176.311032961951
172,-1177.4509346278976
173,-1218.76160544867
174,-1195.1723459716638
175,-1213.4895639224108
176,-1196.1866935198007
177,-1206.4838243444729
178,-1203.837889494837
179,-1192.9066235724274
180,-1214.9046605573076
181,-1199.4696425015527
182,-1192.7746677955397
183,-1178.6261159247672
184,-1171.3591152976423
185,-1148.6936516680653
186,-1148.0315103988619
187,-1142.2032262395323
188,-1136.9048489875047
189,-1127.845832858068
190,-1119.493647549688
191,-1163.6372716841524
192,-1149.8857187306235
193,-1167.3983379943516
194,-1176.8947597282888
195,-1159.3356489426521
196,-1144.4555051533462
197,-1145.0630537818129
198,-1143.1173669511736
199,-1132.6259587300237
200,-1146.2613064876928
201,-1129.1195531693575
202,-1107.6385178109963
203,-1089.2516615303803
204,-1068.0544535004392
205,-1050.37731833232
206,-1037.4399047399588
207,-1031.2616856393952
208,-1028.6290492173066
209,-1016.3627334633615
210,-1006.1097235736332
211,-989.5665773332689
212,-965.7685784015284
213,-959.4884021465961
214,-1012.1915628709422
215,-987.3830882403985
216,-984.8317878158256
217,-982.5905566553631
218,-1021.8047485605728
219,-1065.217004322945
220,-1045.458433144211
221,-1028.9987280404112
222,-1016.1422506471321
223,-1052.1842026901768
224,-1047.0954085863382
225,-1017.9121196684296
226,-1076.408911278943
227,-1066.1566923504379
228,-1097.1346773320772
229,-1089.4251605322477
230,-1081.4755566626789
231,-1074.6285179243027
232,-1088.0502703796378
233,-1106.431851937902
234,-1126.9074098538488
235,-1141.7600826076039
236,-1117.5308365973076
237,-1125.622952228755
238,-1101.3949052112607
239,-1094.8740062895015
240,-1089.5773965690337
241,-1120.688380117419
242,-1113.443323774495
243,-1114.9411777171458
244,-1143.0772462819748
245,-1135.669567836153
246,-1143.6008229759861
247,-1147.0273882075776
248,-1160.1692960416224
249,-1158.69227839515
250,-1129.4809534516241
251,-1118.6817521636879
252,-1083.966787125266
253,-1103.0383716783283
254,-1098.8469619572988
255,-1103.6212273719098
256,-1092.177037071453
257,-1081.1102278866367
258,-1084.7039863289617
259,-1077.1615948797148
260,-1047.9974262985502
261,-1057.9720206874863
262,-1056.8110030499824
263,-1039.3540138562873
264,-1032.8763184255376
265,-1041.3446608659117
266,-1039.19136832992
267,-1016.5603301922007
268,-990.7661916549513
269,-983.9836949508128
270,-1022.8936566241705
271,-1000.0119228507659
272,-1008.3434427914508
273,-994.0391900544664
274,-1008.786032463936
275,-991.0467333261599
276,-1005.3085135930651
277,-995.9295960908847
278,-1026.330653748094
279,-1010.4061269318937
280,-1021.1759647164321
281,-1006.8483579009244
282,-995.2293703037575
283,-997.2465585401098
284,-999.0386860494577
285,-986.4629955609782
286,-962.7571107806267
287,-1008.1028434250395
288,-995.7660337281524
289,-1000.9245846498178
290,-998.3969960778024
291,-1013.6882599096629
292,-1002.3965534117597
293,-968.1109005990916
294,-962.9617514763249
295,-966.3485903610972
296,-947.1607282572469
297,-945.1248474070142
298,-943.1814580197822
299,-952.0721599184799
300,-932.7906803052617
301,-942.4014903167885
302,-938.3382177443344
303,-920.8968804822508
304,-936.0486011366193
